path,true_label,prob_model_A,prob_model_B,pred_A,pred_B
..\TB_Chest_Radiography_Database\Normal\Normal-2584.png,Normal,3.9115890103857964e-05,0.120334126,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2585.png,Normal,3.911702151526697e-05,0.0019556633,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2586.png,Normal,7.095140404089761e-07,0.4996272,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2587.png,Normal,0.0002579371794126928,0.56152,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2588.png,Normal,8.82151198311476e-07,0.0035577272,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2589.png,Normal,1.1106567399110645e-05,0.4136036,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-259.png,Normal,5.718946340493858e-06,0.1634194,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2590.png,Normal,0.000420096970628947,0.0020868906,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2591.png,Normal,2.852196485036984e-05,0.002797546,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2592.png,Normal,5.4634176194667816e-05,0.7983656,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2593.png,Normal,4.644685395760462e-05,0.000244893,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2594.png,Normal,7.02891884429846e-06,0.96642566,Normal,Tuberculosis
..\TB_Chest_Radiography_Database\Normal\Normal-2595.png,Normal,8.83337725099409e-06,0.47977513,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2596.png,Normal,9.627277177060023e-05,0.0011127946,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2597.png,Normal,9.465916264161933e-06,0.9124274,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2598.png,Normal,2.4549328259126924e-07,0.015477322,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2599.png,Normal,1.0034952538262587e-05,0.06314124,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-26.png,Normal,6.137778655102011e-06,0.047216516,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-260.png,Normal,1.2698243153863586e-05,0.0003130064,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2600.png,Normal,7.368464139290154e-06,0.6123609,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2601.png,Normal,2.129079439328052e-05,0.54508626,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2602.png,Normal,2.0599445633706637e-06,0.010117194,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2603.png,Normal,2.3184376914286986e-05,0.0064611756,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2604.png,Normal,3.133339760097442e-06,0.47544175,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2605.png,Normal,9.826904715737328e-06,0.0018815516,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2606.png,Normal,2.336331590413465e-06,0.27810663,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2607.png,Normal,4.1213726944988593e-05,0.43216118,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2608.png,Normal,0.00019576706108637154,0.008324682,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2609.png,Normal,1.1440520211181138e-06,0.0066140275,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-261.png,Normal,1.9064700609305874e-06,0.5080795,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2610.png,Normal,9.252080417354591e-06,0.37853226,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2611.png,Normal,1.6483751096529886e-05,0.002389845,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2612.png,Normal,8.299336332129315e-05,0.0077955737,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2613.png,Normal,4.3931257096119225e-05,0.39841244,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2614.png,Normal,2.469186711095972e-06,0.23830815,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2615.png,Normal,1.0082403605338186e-06,0.0011683316,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2616.png,Normal,3.6501035083347233e-07,0.07852791,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2617.png,Normal,7.493485463783145e-05,0.0020355084,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2618.png,Normal,0.00018878147238865495,0.17433952,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2619.png,Normal,5.17664261678874e-07,0.00042140303,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-262.png,Normal,4.4593645725399256e-05,0.00015206801,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2620.png,Normal,1.0762470310510253e-06,0.34899545,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2621.png,Normal,1.6395748389186338e-05,0.5383827,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2622.png,Normal,0.028600122779607773,0.49661306,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2623.png,Normal,0.00010876821761485189,0.00038195396,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2624.png,Normal,7.497856131521985e-05,0.01673799,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2625.png,Normal,3.2536622711631935e-06,0.08814066,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2626.png,Normal,2.964904979307903e-06,0.2563058,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2627.png,Normal,1.3343380487640388e-05,0.045295224,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2628.png,Normal,0.0001442328211851418,0.0039255675,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2629.png,Normal,0.0002562754962127656,0.001049131,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-263.png,Normal,9.480061635258608e-06,0.5208386,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2630.png,Normal,5.142599547980353e-05,0.00052011036,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2631.png,Normal,1.4213803297025152e-05,0.048111346,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2632.png,Normal,3.476616620901041e-05,0.16832694,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2633.png,Normal,3.7859259464312345e-05,0.0010533049,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2634.png,Normal,4.113169416086748e-05,0.1774757,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2635.png,Normal,1.0783343213915941e-06,0.04416895,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2636.png,Normal,0.0009698863141238689,0.0016462731,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2637.png,Normal,0.00010327289055567235,0.0020728512,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2638.png,Normal,2.0808351109735668e-05,0.00084677973,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2639.png,Normal,2.957772449008189e-05,0.003003954,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-264.png,Normal,1.001858436211478e-05,0.44156963,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2640.png,Normal,0.00017077955999411643,0.0008198379,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2641.png,Normal,0.00022572913439944386,0.0010158581,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2642.png,Normal,1.3500812201527879e-05,3.848496e-05,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2643.png,Normal,0.0002111139619955793,0.0009438035,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2644.png,Normal,4.460557647689711e-06,0.6788294,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2645.png,Normal,4.413760325405747e-05,0.0014159743,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2646.png,Normal,2.2670083126286045e-05,0.35984793,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2647.png,Normal,3.1740423622750313e-08,0.00029667944,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2648.png,Normal,6.6772840909834486e-06,0.08181075,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2649.png,Normal,3.0750816222280264e-05,0.010072021,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-265.png,Normal,9.685507393442094e-06,0.27572632,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2650.png,Normal,1.591845284565352e-05,0.58064693,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2651.png,Normal,6.754244168405421e-07,0.79306686,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2652.png,Normal,2.3516819055657834e-05,0.5376202,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2653.png,Normal,2.0483395928749815e-05,0.0086927265,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2654.png,Normal,4.121599340578541e-05,0.006065897,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2655.png,Normal,1.3851225048711058e-05,0.0141173825,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2656.png,Normal,2.840962042682804e-05,0.005794739,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2657.png,Normal,6.806013698223978e-05,0.003456571,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2658.png,Normal,1.7658667275100015e-05,0.025793988,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2659.png,Normal,2.4113247491186485e-05,0.0006476261,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-266.png,Normal,6.050568572391057e-06,0.038720045,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2660.png,Normal,5.177322600502521e-05,0.0013108953,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2661.png,Normal,9.67269588727504e-05,0.000676627,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2662.png,Normal,5.700720066670328e-06,0.0006383162,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2663.png,Normal,2.7837031666422263e-05,0.028951056,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2664.png,Normal,3.862354424200021e-05,0.53169024,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2665.png,Normal,8.308668839163147e-06,0.007051966,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2666.png,Normal,3.8065671105869114e-05,0.35538733,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2667.png,Normal,4.203586740914034e-06,0.81302613,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2668.png,Normal,6.720051715092268e-06,0.5859252,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2669.png,Normal,0.000969857326708734,0.00752044,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-267.png,Normal,1.15167563308205e-06,0.0014916281,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2670.png,Normal,0.00032199587440118194,0.29027072,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2671.png,Normal,1.1315405572531745e-05,0.8553846,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2672.png,Normal,0.003446479793637991,0.0003149609,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2673.png,Normal,3.2177617868001107e-06,0.15394518,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2674.png,Normal,1.6050432805059245e-07,0.00240257,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2675.png,Normal,2.266665433126036e-06,0.13035282,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2676.png,Normal,9.22671279113274e-06,0.066005275,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2677.png,Normal,1.5252460343617713e-06,0.12280478,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2678.png,Normal,1.2596174201462418e-05,0.13745539,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2679.png,Normal,8.709105895832181e-05,0.0005584262,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-268.png,Normal,3.7487307054107077e-06,0.0626839,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2680.png,Normal,3.236523070881958e-06,0.46782172,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2681.png,Normal,0.0004304759204387665,0.005644652,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2682.png,Normal,3.617542461142875e-05,0.5066049,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2683.png,Normal,7.737621672276873e-07,0.509937,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2684.png,Normal,2.3222810341394506e-06,0.026776722,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2685.png,Normal,2.078091711155139e-05,0.017880604,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2686.png,Normal,4.093536699656397e-05,0.02567162,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2687.png,Normal,0.00017154673696495593,0.042642202,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2688.png,Normal,0.00014675650163553655,0.8629509,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2689.png,Normal,0.00017436945927329361,0.24901922,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-269.png,Normal,5.146132752997801e-05,0.1800831,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2690.png,Normal,1.4886769349686801e-05,0.009857015,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2691.png,Normal,1.5301866369554773e-06,0.021807842,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2692.png,Normal,8.33173471619375e-05,0.08684238,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2693.png,Normal,1.616868394194171e-05,0.928406,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2694.png,Normal,1.8095826817443594e-05,0.15926267,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2695.png,Normal,5.183645725992392e-07,0.64365035,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2696.png,Normal,8.033146878005937e-05,0.03115041,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2697.png,Normal,1.4162122170091607e-05,0.4344888,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2698.png,Normal,9.64430728345178e-06,0.54172933,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2699.png,Normal,2.6521433937887195e-06,0.00025421797,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-27.png,Normal,2.060902488665306e-06,0.17452031,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-270.png,Normal,1.502318809798453e-05,0.000114045804,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2700.png,Normal,0.00450212974101305,0.65849566,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2701.png,Normal,7.024034857749939e-05,0.76959884,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2702.png,Normal,2.5606148312817822e-08,0.03754653,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2703.png,Normal,7.607979205204174e-05,0.41960222,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2704.png,Normal,0.0029002681840211153,0.001783972,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2705.png,Normal,1.9567298295442015e-05,0.00041429896,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2706.png,Normal,3.5133680285071023e-06,0.8166698,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2707.png,Normal,1.2056695595674682e-05,0.4542428,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2708.png,Normal,0.00015181810886133462,0.0550618,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2709.png,Normal,3.896666385116987e-05,0.2862788,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-271.png,Normal,4.88238856632961e-06,0.49080965,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2710.png,Normal,2.308317561983131e-05,0.00044556498,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2711.png,Normal,4.213464308122639e-06,0.005864208,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2712.png,Normal,5.073580382486398e-07,0.5157543,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2713.png,Normal,1.3558634236687794e-05,0.7902462,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2714.png,Normal,0.0001338596921414137,0.528798,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2715.png,Normal,0.0005381430382840335,0.00012617497,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2716.png,Normal,0.0006471544038504362,0.0015867635,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2717.png,Normal,1.468148548156023e-05,0.06270536,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2718.png,Normal,1.5068473658175208e-05,0.0022192544,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2719.png,Normal,1.834959039115347e-05,0.05034457,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-272.png,Normal,0.00010691316128941253,0.52916807,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2720.png,Normal,2.7122857204631146e-07,0.01565749,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2721.png,Normal,6.405539352272172e-07,0.35865438,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2722.png,Normal,8.292660709230404e-07,0.6460974,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2723.png,Normal,9.182370490634639e-07,0.50139815,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2724.png,Normal,2.347148983972147e-05,0.026601406,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2725.png,Normal,1.0121057130163535e-05,0.0007174024,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2726.png,Normal,9.90049920801539e-06,0.0019430027,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2727.png,Normal,7.291899237316102e-06,0.10202232,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2728.png,Normal,8.438050826953258e-06,8.953376e-05,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2729.png,Normal,0.004222782328724861,0.038183067,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-273.png,Normal,5.698305176338181e-05,0.5765673,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2730.png,Normal,1.3010557267989498e-05,0.00028694462,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2731.png,Normal,3.1704876164440066e-06,0.16911927,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2732.png,Normal,3.729752279468812e-05,0.33373386,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2733.png,Normal,1.3556855265051126e-06,0.13812676,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2734.png,Normal,4.399740646476857e-06,0.12809852,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2735.png,Normal,1.9886261725332588e-05,0.062230222,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2736.png,Normal,0.00012404601147864014,0.011647733,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2737.png,Normal,0.0002753708395175636,0.00064265693,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2738.png,Normal,3.070047023356892e-05,0.0015406632,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2739.png,Normal,8.938097744248807e-05,0.00080044474,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-274.png,Normal,3.1062195375852752e-06,0.0006798398,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2740.png,Normal,1.4228461623133626e-05,0.38616264,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2741.png,Normal,0.00028101360658183694,0.96109074,Normal,Tuberculosis
..\TB_Chest_Radiography_Database\Normal\Normal-2742.png,Normal,7.686888238822576e-06,0.48933864,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2743.png,Normal,7.173665608206647e-07,0.4073837,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2744.png,Normal,5.506716433956171e-07,0.03302416,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2745.png,Normal,1.3565222616307437e-06,0.022820741,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2746.png,Normal,4.87856686959276e-06,0.027786406,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2747.png,Normal,1.5163503121584654e-05,0.087169796,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2748.png,Normal,2.045503606495913e-06,0.0043834914,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2749.png,Normal,6.869775461382233e-06,0.78131306,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-275.png,Normal,2.9346015253395308e-06,0.5238659,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2750.png,Normal,0.00015532599354628474,0.024458371,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2751.png,Normal,3.0474018785753287e-05,0.24586089,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2752.png,Normal,9.588916327629704e-06,0.12648423,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2753.png,Normal,0.00022732463548891246,0.023137974,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2754.png,Normal,1.9993919977423502e-06,0.96588886,Normal,Tuberculosis
..\TB_Chest_Radiography_Database\Normal\Normal-2755.png,Normal,1.666440221015364e-05,0.000946564,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2756.png,Normal,1.6004985354811652e-06,0.5195337,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2757.png,Normal,5.082130155642517e-05,0.00052884605,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2758.png,Normal,2.9040452318440657e-06,0.0071928026,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2759.png,Normal,9.46820273384219e-06,0.22471565,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-276.png,Normal,1.6518768006790197e-06,0.6039309,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2760.png,Normal,4.76912555313902e-06,0.48225477,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2761.png,Normal,6.048031536920462e-06,0.00037201293,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2762.png,Normal,0.00011974212247878313,0.0007039063,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2763.png,Normal,2.718529231060529e-06,0.0065971497,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2764.png,Normal,2.927259265561588e-05,0.018649334,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2765.png,Normal,4.468986844585743e-06,0.092804834,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2766.png,Normal,2.5910625481628813e-05,0.13264853,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2767.png,Normal,6.642881635343656e-05,0.0016056391,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2768.png,Normal,8.651493033084989e-08,0.3710865,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2769.png,Normal,3.855587237922009e-06,0.19808845,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-277.png,Normal,6.585928349522874e-05,0.2504779,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2770.png,Normal,1.5205430827336386e-05,0.0071663675,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2771.png,Normal,0.000128663465147838,0.0049418067,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2772.png,Normal,6.129075336502865e-05,0.0005048994,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2773.png,Normal,4.3963636926491745e-06,0.50911796,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2774.png,Normal,0.00010405095235910267,0.0588292,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2775.png,Normal,1.1729038305929862e-05,0.13892205,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2776.png,Normal,7.1289723564405e-05,2.032136e-05,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2777.png,Normal,2.5451547116972506e-05,0.17942008,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2778.png,Normal,9.04101034393534e-06,0.038156748,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2779.png,Normal,2.6115187665709527e-06,0.029536258,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-278.png,Normal,1.681764842942357e-06,0.018175185,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2780.png,Normal,4.915759291179711e-06,0.0047895666,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2781.png,Normal,4.405865911394358e-05,0.13377646,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2782.png,Normal,4.645790340873646e-06,0.009917819,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2783.png,Normal,2.2185913621797226e-06,0.026471995,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2784.png,Normal,3.23424901580438e-05,0.00018161826,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2785.png,Normal,2.2775937395635992e-05,0.003850588,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2786.png,Normal,5.209544724493753e-07,0.7422967,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2787.png,Normal,0.00022514656302519143,0.00031792207,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2788.png,Normal,0.00011335087037878111,0.27468947,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2789.png,Normal,0.0052762324921786785,0.015641581,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-279.png,Normal,0.00013761193258687854,0.071039274,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2790.png,Normal,1.5951047316775657e-05,0.17364791,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2791.png,Normal,0.00015572807751595974,0.0031366476,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2792.png,Normal,3.838397788058501e-06,0.0036999555,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2793.png,Normal,3.245695188525133e-05,0.7357385,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2794.png,Normal,0.0004728691419586539,0.0011040149,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-2795.png,Normal,9.137547749560326e-05,0.020096749,Normal,Normal
